id,name,active,score,created_at,category,note
160,record-0160,false,79.83,1745595540000,delta,Deterministic analytical fixture row 160: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
161,record-0161,true,99.2,1748277600000,alpha,Deterministic analytical fixture row 161: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
162,record-0162,true,118.57,1751046060000,beta,Deterministic analytical fixture row 162: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
163,record-0163,false,137.94,1751395320000,gamma,Deterministic analytical fixture row 163: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
164,record-0164,true,157.31,1754163780000,delta,Deterministic analytical fixture row 164: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
165,record-0165,true,176.68,1756932240000,alpha,Deterministic analytical fixture row 165: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
166,record-0166,false,196.05,1759614300000,beta,Deterministic analytical fixture row 166: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
167,record-0167,true,215.42,1762382760000,gamma,Deterministic analytical fixture row 167: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
168,record-0168,true,234.79,1765064820000,delta,Deterministic analytical fixture row 168: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
169,record-0169,false,254.16,1736210880000,alpha,Deterministic analytical fixture row 169: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
170,record-0170,true,273.53,1738979340000,beta,Deterministic analytical fixture row 170: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
171,,true,292.9,1741488600000,gamma,Deterministic analytical fixture row 171: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
172,record-0172,false,312.27,1744257060000,delta,Deterministic analytical fixture row 172: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
173,record-0173,true,331.64,1746939120000,alpha,Deterministic analytical fixture row 173: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
174,record-0174,true,351.01,1749707580000,beta,Deterministic analytical fixture row 174: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
175,record-0175,false,370.38,1752389640000,gamma,"quoted value, row 175
with a second line and ""double quotes"""
176,record-0176,true,389.75,1755158100000,delta,Deterministic analytical fixture row 176: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
177,record-0177,true,409.12,1757926560000,alpha,Deterministic analytical fixture row 177: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
178,record-0178,false,428.49,1760608620000,beta,Deterministic analytical fixture row 178: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
179,record-0179,true,447.86,1763377080000,gamma,Deterministic analytical fixture row 179: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
180,record-0180,true,467.23,1766059140000,delta,Deterministic analytical fixture row 180: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
181,record-0181,false,486.6,1737288000000,alpha,Deterministic analytical fixture row 181: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
182,record-0182,true,505.97,1740056460000,beta,Deterministic analytical fixture row 182: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
183,record-0183,true,525.34,1742565720000,gamma,Deterministic analytical fixture row 183: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
184,record-0184,false,544.71,1745334180000,delta,Deterministic analytical fixture row 184: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
185,record-0185,true,564.08,1748016240000,alpha,Deterministic analytical fixture row 185: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
186,record-0186,true,583.45,1750784700000,beta,Deterministic analytical fixture row 186: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
187,record-0187,false,602.82,1753466760000,gamma,Deterministic analytical fixture row 187: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
188,,true,622.19,1756235220000,delta,Deterministic analytical fixture row 188: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
189,record-0189,true,641.56,1759003680000,alpha,Deterministic analytical fixture row 189: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
190,record-0190,false,660.93,1759352940000,beta,Deterministic analytical fixture row 190: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
191,record-0191,true,680.3,1762121400000,gamma,Deterministic analytical fixture row 191: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
192,record-0192,true,699.67,1764803460000,delta,Deterministic analytical fixture row 192: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
193,record-0193,false,719.04,1735949520000,alpha,Deterministic analytical fixture row 193: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
194,record-0194,true,738.41,1738717980000,beta,Deterministic analytical fixture row 194: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
195,record-0195,true,757.78,1741227240000,gamma,Deterministic analytical fixture row 195: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
196,record-0196,false,777.15,1743995700000,delta,Deterministic analytical fixture row 196: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
197,record-0197,true,796.52,1746677760000,alpha,Deterministic analytical fixture row 197: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
198,record-0198,true,815.89,1749446220000,beta,Deterministic analytical fixture row 198: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
199,record-0199,false,835.26,1752128280000,gamma,Deterministic analytical fixture row 199: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
200,record-0200,true,854.63,1754896740000,delta,Deterministic analytical fixture row 200: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
201,record-0201,true,874,1757665200000,alpha,Deterministic analytical fixture row 201: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
202,record-0202,false,893.37,1760347260000,beta,Deterministic analytical fixture row 202: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
203,record-0203,true,912.74,1763115720000,gamma,Deterministic analytical fixture row 203: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
204,record-0204,true,932.11,1765797780000,delta,"quoted value, row 204
with a second line and ""double quotes"""
205,,false,951.48,1737030240000,alpha,Deterministic analytical fixture row 205: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
206,record-0206,true,970.85,1739798700000,beta,Deterministic analytical fixture row 206: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
207,record-0207,true,990.22,1742307960000,gamma,Deterministic analytical fixture row 207: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
